199565	682	
66050	666	
177200	1974	
90991	670	
128611	1715	
165997	461	
133831	340	
119625	700	
176147	355	
94261	832	
147002	1336	
120124	949	
26473	1815	
194064	1435	
180652	1735	
59647	1597	
89776	139	
65220	1407	
195363	1566	
98298	611	
21368	1984	
132972	1080	
159814	1591	
145031	1104	
166032	884	
8049	1501	
160543	1028	
182514	1815	
10124	879	
84496	668	
103514	496	
26874	1812	
47167	1906	
175130	1568	
70532	307	
170317	1711	
9346	1351	
186351	1900	
89420	1740	
118863	1128	
190507	1301	
16450	255	
6596	1382	
193171	1338	
110742	1707	
47768	48	
9248	21	
193376	1465	
109151	626	
32776	945	
113461	1736	
40684	166	
80677	1662	
192571	30	
571	1830	
16996	1159	
189129	1739	
69805	188	
148555	1011	
66594	241	
173548	161	
56362	1388	
20066	1370	
18741	1328	
161012	1457	
122769	775	
80220	161	
10908	1867	
39751	375	
111956	529	
78392	1802	
186634	482	
54797	856	
148533	1016	
196186	1374	
136611	225	
156017	1715	
197066	851	
29700	1042	
102589	1820	
105057	770	
1530	197	
145115	515	
51488	1075	
102601	1031	
145726	713	
130600	1355	
59974	477	
144284	1345	
107232	1733	
12436	1852	
122587	1214	
5962	1030	
135486	969	
43050	161	
119421	1251	
195146	1384	
29447	863	
93208	513	
134076	1649	
27730	963	
142780	698	
27117	398	
174619	715	
39513	1834	
97648	808	
125212	1679	
30285	75	
113243	14	
31368	1938	
143672	1580	
72632	678	
147604	537	
69180	1865	
19509	240	
191221	875	
54979	1581	
55251	1784	
129005	1013	
67725	337	
25321	1239	
24938	774	
4184	574	
20413	1550	
7751	207	
89966	1538	
59858	1878	
31538	44	
17507	1671	
88156	103	
600	1315	
139853	1843	
34563	1082	
104775	1079	
92554	423	
138528	211	
185263	700	
1042	1874	
122410	202	
8047	1000	
100211	29	
109489	1278	
71132	1267	
173104	1975	
18650	135	
112748	845	
152804	78	
30474	1021	
178611	93	
81180	316	
80938	1349	
188377	260	
112016	77	
16876	1184	
3128	1178	
127848	800	
83714	1868	
133784	568	
146042	520	
70196	43	
174301	1422	
170288	1504	
164668	1190	
161967	1086	
50042	1964	
151894	906	
179951	1493	
78203	41	
170415	973	
156923	1252	
51365	895	
35818	872	
10776	848	
2982	534	
38608	152	
139269	814	
78930	238	
80876	1714	
66950	767	
71169	1290	
195962	938	
152824	485	
61567	1819	
147146	1078	
189553	1266	
152772	1378	
17877	543	
22140	1588	
118554	749	
89246	1387	
99714	1336	
163492	930	
141658	956	
171620	985	
105829	1579	
